2017-05-07 00:00:00,13542684
2017-05-08 00:00:00,13564021
2017-05-09 00:00:00,13587310
2017-05-10 00:00:00,13611433
2017-05-11 00:00:00,13634929
2017-05-12 00:00:00,13658065
2017-05-13 00:00:00,13681547
2017-05-14 00:00:00,13703661
2017-05-15 00:00:00,13728806
2017-05-16 00:00:00,13754432
2017-05-17 00:00:00,13780592
2017-05-18 00:00:00,13805977
2017-05-19 00:00:00,13831826
2017-05-20 00:00:00,13855725
2017-05-21 00:00:00,13880971
2017-05-22 00:00:00,13911418
2017-05-23 00:00:00,13948531
2017-05-24 00:00:00,13984593
2017-05-25 00:00:00,14025468
2017-05-26 00:00:00,14060114
2017-05-27 00:00:00,14086510
2017-05-28 00:00:00,14109805
2017-05-29 00:00:00,14137661
2017-05-30 00:00:00,14164776
2017-05-31 00:00:00,14191518
2017-06-01 00:00:00,14218866
2017-06-02 00:00:00,14245077
2017-06-03 00:00:00,14268112
2017-06-04 00:00:00,14290963
2017-06-05 00:00:00,14316618
2017-06-06 00:00:00,14345800
2017-06-07 00:00:00,14375398
2017-06-08 00:00:00,14401811
2017-06-09 00:00:00,14427305
2017-06-10 00:00:00,14451045
2017-06-11 00:00:00,14474934
2017-06-12 00:00:00,14504349
2017-06-13 00:00:00,14533360
2017-06-14 00:00:00,14559986
2017-06-15 00:00:00,14587846
2017-06-16 00:00:00,14613236
2017-06-17 00:00:00,14635922
2017-06-18 00:00:00,14657444
2017-06-19 00:00:00,14683513
2017-06-20 00:46:28,14688367
2017-06-20 07:16:33,14694953
2017-06-20 11:04:47,14699668
2017-06-20 12:54:05,14699668
2017-06-20 19:54:00,14710694
2017-06-21 02:53:46,14718938
2017-06-21 09:53:53,14722675
2017-06-21 11:35:16,14727682
2017-06-22 00:36:02,14743221
2017-06-22 07:05:55,14749723
2017-06-22 14:06:19,14759006
2017-06-22 21:06:05,14764640
2017-06-23 04:05:54,14772739
2017-06-23 11:06:05,14779795
2017-06-23 18:06:10,14789322
2017-06-24 01:06:24,14793656
2017-06-24 08:05:56,14799901
2017-06-24 15:05:59,14807709
2017-06-24 22:06:04,14816623
2017-06-25 05:05:57,14819306
2017-06-25 12:05:56,14825400
2017-06-25 19:05:59,14833004
2017-06-26 02:05:50,14840880
2017-06-26 09:05:59,14848277
2017-06-26 16:05:58,14853110
2017-06-26 23:06:08,14864429
2017-06-27 06:05:55,14871420
2017-06-27 13:05:58,14880156
2017-06-27 20:06:04,14885151
2017-06-28 03:05:58,14894147
2017-06-28 10:05:57,14901467
2017-06-28 15:50:50,14910983
2017-06-29 12:50:30,14931956
2017-06-30 09:50:28,14954030
2017-06-30 12:32:42,14955402
2017-06-30 15:02:39,14960484
2017-06-30 22:02:41,14968009
2017-07-01 05:02:33,14970868
2017-07-01 12:02:34,14977199
2017-07-01 19:02:39,14986154
2017-07-02 02:02:27,14992878
2017-07-02 09:02:32,14995279
2017-07-02 16:02:45,15003015
2017-07-02 23:02:43,15012452
2017-07-03 06:02:31,15018195
2017-07-03 13:03:16,15022294
2017-07-03 13:36:36,15022294
2017-07-03 20:36:30,15035619
2017-07-04 03:36:23,15039309
2017-07-04 10:36:27,15046730
2017-07-04 16:31:26,15057915
2017-07-04 23:31:13,15063641
2017-07-05 06:31:02,15069931
2017-07-05 13:31:06,15077586
2017-07-05 14:24:32,15077586
2017-07-05 21:24:32,15087440
2017-07-06 04:24:23,15093905
2017-07-06 11:24:28,15097400
2017-07-06 18:24:33,15107585
2017-07-07 01:24:22,15115481
2017-07-07 08:24:30,15122032
2017-07-07 15:24:28,15131111
2017-07-07 22:24:32,15139904
2017-07-08 05:24:25,15145156
2017-07-08 12:24:27,15152958
2017-07-08 19:24:42,15157826
2017-07-09 02:24:30,15165343
2017-07-09 09:24:30,15170590
2017-07-09 16:24:32,15186499
2017-07-09 23:24:31,15193479
2017-07-10 06:24:26,15198322
2017-07-10 13:24:31,15202475
2017-07-10 20:24:35,15212409
2017-07-11 03:24:26,15219920
2017-07-11 17:24:34,15235621
2017-07-12 00:24:53,15244697
2017-07-12 07:24:28,15250740
2017-07-12 14:24:30,15255444
2017-07-12 21:24:35,15265268
2017-07-13 04:24:25,15271519
2017-07-13 11:24:29,15277283
2017-08-01 09:57:13,15682554
2017-08-01 10:51:58,15682554
2017-08-01 11:54:01,15682554
2017-08-01 15:12:36,15686764
2017-08-01 22:12:39,15695040
2017-08-02 05:12:24,15697467
2017-08-02 12:12:32,15703916
2017-08-02 19:12:30,15713084
2017-08-03 02:12:25,15719794
2017-08-03 09:12:28,15722924
2017-08-03 16:12:41,15730555
2017-08-03 23:12:34,15738376
2017-08-04 06:12:24,15743386
2017-08-04 13:12:29,15746619
2017-08-04 20:12:38,15754533
2017-08-05 03:12:28,15760171
2017-08-05 10:12:29,15766190
2017-08-05 17:12:36,15770223
2017-08-06 00:42:23,15778386
2017-08-06 07:12:25,15783380
2017-08-06 14:12:45,15790706
2017-08-06 21:12:33,15795255
2017-08-07 04:12:20,15801616
2017-08-07 11:12:41,15808339
2017-08-07 18:12:32,15818738
2017-08-08 01:12:54,15823203
2017-08-08 08:12:28,15829213
2017-08-08 15:12:37,15838798
2017-08-08 22:12:44,15848250
2017-08-09 05:12:45,15851410
2017-08-09 12:12:32,15858633
2017-08-09 19:12:58,15868134
2017-08-10 02:13:31,15874558
2017-08-10 09:13:28,15880864
2017-08-10 16:13:51,15885221
2017-08-10 23:14:07,15895133
2017-08-11 06:13:26,15901042
2017-08-11 13:13:55,15908590
2017-08-11 20:13:41,15913531
2017-08-12 03:13:25,15920612
2017-08-12 10:13:34,15926732
2017-08-12 17:13:36,15936256
2017-08-13 00:13:54,15940845
2017-08-13 07:13:32,15946664
2017-08-13 14:13:36,15956210
2017-08-13 21:13:39,15967771
2017-08-14 04:13:28,15971257
2017-08-14 11:13:34,15979059
2017-08-14 18:13:48,15992082
2017-08-15 01:13:43,16003014
2017-08-15 08:13:43,16007106
2017-08-15 15:13:42,16017874
2017-08-15 22:13:54,16030405
2017-08-16 05:13:42,16038133
2017-08-16 12:13:39,16042310
2017-08-16 19:13:50,16057651
2017-08-17 02:13:41,16063996
2017-08-17 09:13:38,16069569
2017-08-17 16:13:54,16081306
2017-08-17 23:13:53,16093158
2017-08-18 06:13:39,16096945
2017-08-18 13:13:53,16106428
2017-08-18 14:55:55,16106428
2017-08-18 21:55:46,16118648
2017-08-19 04:55:30,16126574
2017-08-19 11:55:45,16135274
2017-08-19 18:55:43,16141088
2017-08-20 01:55:28,16150740
2017-08-20 08:55:34,16157467
2017-08-20 15:55:35,16168272
2017-08-20 22:55:41,16174158
2017-08-21 05:55:28,16182111
2017-08-21 12:55:54,16191371
2017-08-21 19:55:43,16203923
2017-08-22 02:55:38,16208628
2017-08-22 09:55:31,16215968
2017-08-22 16:55:37,16224994
2017-08-22 23:55:44,16236142
2017-08-23 06:55:34,16242952
2017-08-23 13:55:34,16253048
2017-08-23 14:17:03,16253048
2017-08-23 14:25:51,16253048
2017-08-23 14:47:36,16254090
2017-08-23 15:34:07,16254090
2017-08-23 22:34:03,16264821
2017-08-24 05:33:57,16270542
2017-08-24 12:34:07,16274815
2017-08-24 19:34:15,16285960
2017-08-25 02:33:56,16294481
2017-08-25 09:34:03,16302251
2017-08-25 16:34:21,16307470
2017-08-25 23:34:14,16318023
2017-08-26 06:33:53,16323944
2017-08-26 13:34:07,16332242
2017-08-26 20:34:11,16337365
2017-08-27 03:33:56,16344884
2017-08-27 10:34:11,16351188
2017-08-27 17:34:11,16362216
2017-08-28 01:03:55,16367324
2017-08-28 07:34:14,16374073
2017-08-28 14:34:06,16384384
2017-08-28 21:34:24,16396136
2017-08-29 04:33:52,16399787
2017-08-29 10:10:37,16408192
2017-08-29 17:10:28,16413878
2017-08-30 00:10:21,16426269
2017-08-30 07:10:35,16434123
2017-08-30 14:10:33,16445528
2017-08-30 21:10:39,16452279
2017-08-31 04:10:31,16461924
2017-08-31 11:10:32,16470960
2017-08-31 18:10:45,16483747
2017-09-01 01:10:21,16489597
2017-09-01 08:10:33,16497352
2017-09-01 15:10:44,16507629
2017-09-01 15:42:11,16507629
2017-09-01 22:41:44,16519724
2017-09-02 05:41:34,16527140
2017-09-02 12:41:40,16532034
2017-09-02 19:41:44,16543820
2017-09-03 02:41:32,16553515
2017-09-03 09:41:34,16561196
2017-09-03 16:41:42,16566599
2017-09-03 23:41:36,16577787
2017-09-04 06:41:28,16584713
2017-09-04 13:41:34,16597162
2017-09-04 20:41:43,16608847
2017-09-05 03:41:34,16613065
2017-09-05 10:41:43,16621834
2017-09-05 17:41:41,16633880
2017-09-06 01:11:30,16643653
2017-09-06 07:41:39,16647071
2017-09-06 10:28:03,16651362
2017-09-06 16:48:24,16660188
2017-09-06 23:48:07,16670992
2017-09-07 06:48:40,16677489
2017-09-07 13:48:29,16687556
2017-09-07 20:48:06,16699899
2017-09-08 03:47:56,16706404
2017-09-08 10:47:54,16710035
2017-09-08 17:48:05,16720764
2017-09-09 00:48:19,16729953
2017-09-09 07:48:01,16736833
2017-09-09 14:47:56,16746608
2017-09-09 21:48:11,16751705
2017-09-10 04:47:46,16758445
2017-09-10 11:47:49,16766045
2017-09-10 18:47:55,16775085
2017-09-11 01:47:41,16782605
2017-09-11 08:47:56,16785767
2017-09-11 09:42:33,16790164
2017-09-11 16:42:41,16795714
2017-09-11 23:42:36,16806025
2017-09-12 06:42:30,16813285
2017-09-12 09:39:53,16817240
2017-09-12 09:59:04,16817240
2017-09-12 10:10:49,16817240
2017-09-12 10:57:58,16819865
2017-09-12 17:57:22,16829685
2017-09-13 00:57:04,16834336
2017-09-13 07:57:10,16840586
